pl_name,hostname,pl_bmasse,pl_rade,pl_orbper,discoverymethod,disc_year,st_teff,st_rad
Kepler-1290 b,Kepler-1290,2.6,1.42,4.69500134,Transit,2016,5660.0,0.93
TOI-201 b,TOI-201,164.0,11.4,52.9786,Transit,2021,6423.0,1.31
Kepler-1025 b,Kepler-1025,4.58,1.98,37.3229493,Transit,2016,6089.0,1.13
WASP-16 b,WASP-16,394.1092,13.67498,3.1186,Transit,2009,5700.0,1.14
Kepler-366 b,Kepler-366,2.73,1.46,3.281959,Transit,2014,6209.0,1.048
Kepler-207 d,Kepler-207,11.0,3.31,5.868075,Transit,2014,5920.0,1.588
Kepler-1924 b,Kepler-1924,7.53,2.65446572,15.33170033,Transit,2021,5726.0,1.285
Kepler-1767 b,Kepler-1767,9.34,3.01299077,59.65829849,Transit,2021,5243.0,0.831
GJ 887 e,GJ 887,1.46,1.12,4.4249,Radial Velocity,2026,3688.0,0.468
TOI-929 b,TOI-929,7.7,2.68983343,5.83015366944,Transit,2026,4457.16,0.717414
Kepler-1654 b,Kepler-1654,158.915,9.180171,1047.8356,Transit,2018,5597.0,1.179
GJ 740 b,GJ 740,2.96,1.53,2.37756,Radial Velocity,2021,3913.0,0.56
Kepler-1524 b,Kepler-1524,12.3,3.54,70.9674603,Transit,2016,6179.0,1.25
Kepler-68 d,Kepler-68,267.0,13.9,632.62,Radial Velocity,2013,5847.0,1.2564
Kepler-359 c,Kepler-359,2.9,4.3,57.68802,Transit,2014,6248.0,1.086
TOI-1181 b,TOI-1181,374.71969185,17.02644168,2.103189,Transit,2022,6054.0,1.961
Kepler-324 e,Kepler-324,235.014,2.03862444,13.97939968,Transit,2021,5191.0,0.826
HD 177830 b,HD 177830,537.1327,13.5,410.10001,Radial Velocity,1999,4901.0,3.26
Kepler-279 b,Kepler-279,4180.93,3.62,12.309681,Transit,2014,6363.0,1.746
Kepler-147 b,Kepler-147,2.96,1.53,12.610584,Transit,2014,6012.0,1.468
WASP-108 b,WASP-108,283.50293904,15.13212395,2.67555212374,Transit,2020,6783.0,1.34415
TOI-1853 b,TOI-1853,73.2,3.46,1.2436258,Transit,2023,4985.0,0.808
K2-356 b,K2-356,5.86,2.29,21.0267366,Transit,2021,5568.0,0.86
Kepler-1521 b,Kepler-1521,6.8,2.5,47.14840805,Transit,2016,5042.0,0.76
K2-288 B b,K2-288 B,4.27,1.9,31.393463,Transit,2018,3341.0,0.32
HD 60532 b,HD 60532,336.8998,13.8,201.9,Radial Velocity,2008,6245.0,2.57
HD 209458 b,HD 209458,232.0159,15.58051,3.52474859,Radial Velocity,1999,6091.0,1.19
Kepler-238 c,Kepler-238,152.522,2.39,6.155557,Transit,2014,5751.0,1.43
Kepler-1901 b,Kepler-1901,2.77,1.47418907,3.484129906,Transit,2021,5696.0,0.921
HD 135344 A b,HD 135344 A,3178.28407,16.25302201,,Imaging,2025,9540.0,1.5
Kepler-55 c,Kepler-55,69.8,2.21,42.1516418,Transit,2012,4362.0,0.58
Kepler-673 b,Kepler-673,34.8,6.54,3.728731093,Transit,2016,5355.0,0.84
GJ 676 A d,GJ 676 A,3.81394088,1.78,3.60076,Radial Velocity,2012,3734.0,0.69
Kepler-218 b,Kepler-218,2.79,1.48,3.619337,Transit,2014,5502.0,1.063
WASP-78 b,WASP-78,352.7913,21.63337,2.17518,Transit,2012,6100.0,2.46
Kepler-620 b,Kepler-620,11.0,3.32,12.91375431,Transit,2016,6155.0,1.22
Kepler-1330 b,Kepler-1330,3.36,1.65,10.10769068,Transit,2016,5608.0,0.94
TOI-2989 b,TOI-2989,953.485221,12.55405838,3.122832,Transit,2025,4672.0,0.76
Kepler-424 b,Kepler-424,327.35,9.98,3.3118644,Transit,2014,5460.0,0.94
Kepler-349 c,Kepler-349,4.5,1.96,12.247629,Transit,2014,5956.0,0.927
KMT-2018-BLG-1988L b,KMT-2018-BLG-1988L,5.56,2.22,,Microlensing,2022,,
Kepler-1231 b,Kepler-1231,2.6,1.42,10.41725184,Transit,2016,5778.0,1.0
Kepler-274 b,Kepler-274,2.99,1.54,11.634788,Transit,2014,6023.0,1.007
Kepler-280 c,Kepler-280,4.7,2.01,4.807091,Transit,2014,5744.0,0.886
TOI-163 b,TOI-163,387.7526,16.690201,4.231306,Transit,2019,6495.0,1.648
Kepler-969 b,Kepler-969,4.94,2.07,34.1731714,Transit,2016,5214.0,0.82
Kepler-359 b,Kepler-359,12.2,3.53,25.563222,Transit,2014,6248.0,1.086
Kepler-1385 b,Kepler-1385,0.543,0.85,2.88879862,Transit,2016,5732.0,1.29
Kepler-369 c,Kepler-369,2.57,1.41,14.871572,Transit,2014,3591.0,0.471
TOI-431 b,TOI-431,3.07,1.28,0.490047,Transit,2021,4850.0,0.731
WASP-102 b,WASP-102,197.68926915,14.90794433,2.709813,Transit,2025,5990.0,1.375
Kepler-645 b,Kepler-645,5.06,2.1,3.275822621,Transit,2016,6170.0,1.21
GJ 480 b,GJ 480,8.8,2.91,9.5536,Radial Velocity,2020,3509.0,0.449
gam Psc b,gam Psc,425.89006538,13.6,555.1,Radial Velocity,2021,4742.0,11.2
Kepler-1253 b,Kepler-1253,2.33,1.33,68.8861915,Transit,2016,5850.0,1.1
Kepler-65 b,Kepler-65,2.4,1.42,2.15491,Transit,2012,6211.0,1.41
TOI-1467 b,TOI-1467,9.0,1.92,5.97114713,Transit,2024,3834.0,0.491
RR Cae b,RR Cae,1334.886,13.0,4343.5,Eclipse Timing Variations,2012,3904.0,0.193119
WASP-186 b,WASP-186,1341.2426,12.44199,5.026799,Transit,2020,6361.0,1.47
Kepler-832 b,Kepler-832,4.9,2.06,7.1396941,Transit,2016,5596.0,0.9
Kepler-281 d,Kepler-281,654.0,5.93747806,148.2720032,Transit,2021,5717.0,0.884
DMPP-3 A b,DMPP-3 A,2.67,1.44,5.59,Radial Velocity,2019,5138.0,0.91
Kepler-1889 b,Kepler-1889,8.98,2.94360686,37.30369949,Transit,2021,5646.0,0.817
TOI-5340 b,TOI-5340,270.15414595,15.07607904,4.9394392,Transit,2025,5990.0,1.842
Kepler-988 b,Kepler-988,4.94,2.07,17.76080053,Transit,2016,4005.0,0.53
KMT-2023-BLG-0735L b,KMT-2023-BLG-0735L,38.77506565,6.97,,Microlensing,2024,,
KMT-2022-BLG-1818L b,KMT-2022-BLG-1818L,1271.313628,13.0,,Microlensing,2026,,
K2-117 c,K2-117,4.9,2.06,5.444017,Transit,2017,3778.0,0.51
Kepler-400 c,Kepler-400,2.83,1.49,17.340824,Transit,2014,5886.0,1.145
WASP-118 b,WASP-118,163.36462,16.14096,4.0460435,Transit,2016,6410.0,1.696
TOI-880 c,TOI-880,21.7,4.95,6.3872703,Transit,2025,5050.0,0.83
TOI-1278 b,TOI-1278,5879.8255295,12.21778896,14.47567,Transit,2021,3799.0,0.573
KMT-2022-BLG-0303L b,KMT-2022-BLG-0303L,163.04597279,14.2,,Microlensing,2024,,
HD 12235 b,HD 12235,10.48833743,3.23,4.36305,Radial Velocity,2022,5986.0,1.80185
Kepler-364 b,Kepler-364,3.02,1.55,25.745718,Transit,2014,6108.0,1.284
Kepler-732 c,Kepler-732,2.15,1.27,0.893041236,Transit,2016,3631.0,0.46
HD 220689 b,HD 220689,381.3940884,13.7,2266.4,Radial Velocity,2012,5921.0,1.068
Kepler-444 f,Kepler-444,0.332,0.741,9.740486,Transit,2015,5046.0,0.752
Kepler-222 c,Kepler-222,19.4,4.64,10.08881,Transit,2014,5433.0,0.869
K2-107 b,K2-107,266.9772,15.98,3.313959,Transit,2017,6061.0,1.81
Kepler-999 b,Kepler-999,6.08,2.34,5.991857017,Transit,2016,6237.0,1.65
GJ 887 c,GJ 887,6.5,2.43,21.784,Radial Velocity,2020,3688.0,0.468
TOI-1450 A b,TOI-1450 A,1.258,1.13,2.0439274,Transit,2024,3437.0,0.483
Kepler-524 b,Kepler-524,4.31,1.91,7.97419807,Transit,2016,6014.0,1.1
Kepler-291 c,Kepler-291,4.19,1.88,5.700786,Transit,2014,6002.0,1.016
WASP-132 c,WASP-132,6.26,1.841,1.01153624,Transit,2022,4686.0,0.758
K2-273 b,K2-273,9.53,3.05,11.7195663,Transit,2018,5161.0,0.85
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,60.0,9.01,,Microlensing,2018,,
V1298 Tau d,V1298 Tau,6.0,6.53,12.401394,Transit,2019,4970.0,1.32
LHS 1140 b,LHS 1140,5.6,1.73,24.73723,Transit,2017,3096.0,0.2159
Kepler-1491 b,Kepler-1491,2.89,1.51,16.5861762,Transit,2016,5728.0,0.99
HD 106906 b,HD 106906,3496.0,12.4,,Imaging,2013,6516.0,2.12351
Kepler-177 b,Kepler-177,5.84,3.5,36.8601,Transit,2013,5732.0,1.324
Kepler-1528 b,Kepler-1528,2.73,1.46,1.791110205,Transit,2016,5857.0,1.03
Kepler-376 c,Kepler-376,3.86,1.79,14.172327,Transit,2014,5900.0,1.175
Kepler-1075 b,Kepler-1075,2.6,1.42,1.52372816,Transit,2016,3959.0,0.54
Kepler-160 c,Kepler-160,13.6,3.76,13.699429,Transit,2014,5471.0,1.118
HAT-P-36 b,HAT-P-36,587.413406,14.313893,1.32734683,Transit,2011,5620.0,1.041
Kepler-368 b,Kepler-368,10.7,3.26,26.84768,Transit,2014,5502.0,2.019
Kepler-192 b,Kepler-192,7.95,2.74,9.926746,Transit,2014,5479.0,1.007
HAT-P-12 b,HAT-P-12,67.059,10.749,3.2130598,Transit,2009,4650.0,0.701
Kepler-115 b,Kepler-115,1.32,1.09,2.403679,Transit,2014,5979.0,1.205
Kepler-527 b,Kepler-527,8.45,2.84,13.28535633,Transit,2016,6388.0,1.45
HD 190647 b,HD 190647,630.89255,13.4,1176.45,Radial Velocity,2007,5656.0,1.376
GJ 3473 b,GJ 3473,1.86,1.264,1.1980035,Transit,2020,3347.0,0.364
Kepler-183 b,Kepler-183,4.9,2.06,5.687945,Transit,2014,5888.0,0.958
TOI-216.01,TOI-216,177.98390792,10.1,34.525528,Transit,2019,5026.0,0.748
HD 37605 b,HD 37605,854.9627,13.2,55.01292,Radial Velocity,2004,5329.0,0.91
Kepler-1735 b,Kepler-1735,1.84,1.19429134,7.71792984,Transit,2021,3975.0,0.509
KMT-2021-BLG-0320L b,KMT-2021-BLG-0320L,31.7828407,6.2,,Microlensing,2022,,
Kepler-1618 b,Kepler-1618,2.13,1.26,6.10826019,Transit,2016,6620.0,1.65
Kepler-1455 b,Kepler-1455,5.31,2.16,49.276764,Transit,2016,4075.0,0.6
Kepler-296 e,Kepler-296,2.96,1.53,34.14211,Transit,2014,3740.0,0.48
TOI-4311 c,TOI-4311,13.58,2.47,15.070425,Transit,2026,5063.0,0.8441
Kepler-325 b,Kepler-325,8.8,2.91,4.544439,Transit,2014,5752.0,1.003
Kepler-1376 b,Kepler-1376,1.16,1.05,5.30880656,Transit,2016,5659.0,0.97
EPIC 220674823 c,EPIC 220674823,7.9,2.712,13.340603,Transit,2016,5578.0,0.99
TOI-1823 b,TOI-1823,67.4,7.5406241,38.8,Transit,2024,4927.0,0.8049
Kepler-1190 b,Kepler-1190,2.33,1.33,10.45843441,Transit,2016,4730.0,0.72
MOA-2012-BLG-006L b,MOA-2012-BLG-006L,2700.0,12.6,,Microlensing,2017,,
WASP-81 b,WASP-81,231.69807,16.017661,2.7164762,Transit,2017,5870.0,1.283
Kepler-154 c,Kepler-154,9.01,2.95,62.303276,Transit,2014,5690.0,1.001
TOI-1774.01,TOI-1774,8.5,2.78,16.70988,Transit,2021,5746.0,1.1303
OGLE-2019-BLG-0954L b,OGLE-2019-BLG-0954L,4513.1633794,12.3,,Microlensing,2021,,
TOI-2134 b,TOI-2134,9.37,2.735,9.229198,Transit,2023,4580.0,0.709
Kepler-1194 b,Kepler-1194,2.89,1.51,16.22371307,Transit,2016,5590.0,0.92
Kepler-352 d,Kepler-352,0.449,0.80628032,6.887279987,Transit,2021,5208.0,0.772
TOI-2076 c,TOI-2076,7.2,3.54,21.01447,Transit,2021,5187.0,0.758
HIP 97166 b,HIP 97166,19.1,2.4801338,10.288914,Transit,2021,5216.0,0.8418
HD 5388 b,HD 5388,1017.0509024,13.1,772.5,Radial Velocity,2010,6297.0,1.91
ROXs 12 b,ROXs 12,5085.0,12.2,,Imaging,2013,3850.0,1.06627
TOI-558 b,TOI-558,1147.36054927,12.17295304,14.574071,Transit,2021,6466.0,1.496
Kepler-176 c,Kepler-176,1.33,2.6,12.759712,Transit,2014,5232.0,0.891
KOI-94 d,KOI-94,106.0,11.27,22.342989,Transit,2013,6182.0,1.52
Kepler-833 b,Kepler-833,4.74,2.02,18.7546998,Transit,2016,4339.0,0.62
HD 23472 b,HD 23472,8.32,2.0,17.667087,Transit,2019,4684.0,0.71
K2-108 b,K2-108,59.4,5.33,4.733999,Transit,2017,5599.0,1.76
TOI-1859 b,TOI-1859,68.6,9.75181321,63.48347,Transit,2023,6341.0,1.36
Kepler-914 b,Kepler-914,2.48,1.38,4.40966548,Transit,2016,5877.0,1.15
2MASS J01225093-2439505 b,2MASS J01225093-2439505,7786.5,11.209,,Imaging,2013,3530.0,0.36645
Kepler-973 b,Kepler-973,4.5,1.96,49.6077331,Transit,2016,5213.0,0.78
CoRoT-27 b,CoRoT-27,3302.11,11.287,3.57532,Transit,2014,5900.0,1.08
Kepler-440 b,Kepler-440,4.12,1.86,101.11141,Transit,2015,4134.0,0.559
K2-343 b,K2-343,3.36,1.65,2.787174,Transit,2021,3804.0,0.46
Kepler-51 c,Kepler-51,4.0,9.0,85.312,Transit,2012,6018.0,0.94
Kepler-903 b,Kepler-903,4.7,2.01,10.3507721,Transit,2016,5682.0,0.97
HIP 54515 b,HIP 54515,5625.5628039,12.2,33000.0,Imaging,2026,8100.0,1.64915
WASP-164 b,WASP-164,676.9779,12.643752,1.7771255,Transit,2018,5806.0,0.932
HD 5278 b,HD 5278,7.8,2.45,14.339156,Transit,2021,6203.0,1.194
K2-237 b,K2-237,434.15360396,16.06246934,2.18053332,Transit,2018,6180.0,1.236
Kepler-331 d,Kepler-331,3.33,1.64,32.134328,Transit,2014,4347.0,0.492
WASP-156 b,WASP-156,42.0,6.15,3.8361629,Transit,2017,5036.0,0.8268
TOI-5322 b,TOI-5322,184.02264765,16.6117094,5.4233207,Transit,2025,5692.0,1.462
HD 290327 b,HD 290327,772.3269,13.3,2443.0,Radial Velocity,2009,5505.0,0.95
Kepler-1810 b,Kepler-1810,14.6,3.91815325,101.1330032,Transit,2021,5492.0,1.016
K2-84 b,K2-84,6.39,2.41,6.4215,Transit,2016,5652.0,0.93
Kepler-299 c,Kepler-299,7.51,2.65,6.885875,Transit,2014,5617.0,1.032
K2-409 b,K2-409,6.72,2.482,1.908084,Transit,2022,5742.0,1.228
Kepler-997 b,Kepler-997,2.42,1.36,2.707306716,Transit,2016,6150.0,1.56
Kepler-1160 b,Kepler-1160,5.22,2.14,7.97034958,Transit,2016,5519.0,0.89
Kepler-162 b,Kepler-162,2.13,1.26,6.919798,Transit,2014,5816.0,0.958
PDS 70 c,PDS 70,2383.7130525,22.19378179,,Imaging,2019,4109.0,1.26
Kepler-975 c,Kepler-975,80.2,10.69,5.05821338,Transit,2023,4883.0,1.667
Kepler-247 b,Kepler-247,3.33,1.64,3.33616,Transit,2014,5100.0,0.768
HD 2039 b,HD 2039,1999.1507,12.7,1120.0,Radial Velocity,2002,5945.0,1.19
Kepler-1336 c,Kepler-1336,3.57,1.71,5.77721211,Transit,2016,5512.0,1.3
KMT-2023-BLG-0830L b,KMT-2023-BLG-0830L,17.79839079,4.41,,Microlensing,2025,,
TOI-216.02,TOI-216,18.75187601,8.0,17.16073,Transit,2019,5026.0,0.748
Kepler-978 b,Kepler-978,9.22,2.99,49.6221509,Transit,2016,6002.0,1.09
HD 89307 b,HD 89307,642.01338214,13.4,2166.0,Radial Velocity,2009,5955.0,1.1
OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,280.0,13.9,,Microlensing,2015,,
Kepler-763 c,Kepler-763,2.6,1.42,4.09667624,Transit,2023,4999.0,0.843
Kepler-236 c,Kepler-236,4.66,2.0,23.968127,Transit,2014,3750.0,0.51
Kepler-851 b,Kepler-851,3.46,1.68,8.50699658,Transit,2016,5455.0,0.85
TOI-2328 b,TOI-2328,50.85254512,9.97599282,17.10197,Transit,2025,5525.0,0.9
Kepler-206 d,Kepler-206,1.81,1.19,23.44281,Transit,2014,5764.0,1.185
Kepler-605 b,Kepler-605,2.67,1.44,3.383538066,Transit,2016,5462.0,0.88
Kepler-453 b,Kepler-453,16.0,6.204,240.503,Transit,2015,5527.0,0.833
HD 5319 b,HD 5319,494.54348,13.5,637.1,Radial Velocity,2007,4871.0,4.06
TOI-2152 A b,TOI-2152,899.45439181,14.35870428,3.3773512,Transit,2023,6630.0,1.612
MOA-2020-BLG-208L b,MOA-2020-BLG-208L,46.0,7.71,,Microlensing,2023,,
HD 196067 b,HD 196067,3623.2438398,12.4,3413.7,Radial Velocity,2012,6072.0,1.71
Kepler-1569 b,Kepler-1569,3.46,1.68,5.79180156,Transit,2016,6319.0,1.4
Kepler-234 b,Kepler-234,13.2,3.7,2.711506,Transit,2014,6224.0,1.113
Kepler-1100 b,Kepler-1100,3.71,1.75,6.42200058,Transit,2016,6247.0,1.34
Kepler-929 b,Kepler-929,1.41,1.11,0.921032135,Transit,2016,5869.0,1.02
HD 114386 b,HD 114386,464.02947422,13.6,937.70001,Radial Velocity,2003,4836.0,0.76
Kepler-860 b,Kepler-860,10.6,3.24,5.101379454,Transit,2016,5836.0,1.06
TOI-2524 b,TOI-2524,203.41018048,11.2089807,7.18585,Transit,2023,5831.0,1.119
HATS-2 b,HATS-2,435.42491759,12.57647635,1.35413379,Transit,2013,5227.0,0.876
K2-17 b,K2-17,5.6,2.23,17.96753,Transit,2015,4320.0,0.66
HIP 67537 b,HIP 67537,4309.11754211,12.3,2523.64713,Radial Velocity,2017,4985.0,8.69
TOI-1451 b,TOI-1451,15.2,2.61143902,16.537944,Transit,2024,5801.0,1.0162
HD 14787 b,HD 14787,356.28743,13.7,676.6,Radial Velocity,2018,4946.0,5.01
HD 4313 b,HD 4313,612.45841,13.4,356.21,Radial Velocity,2009,4943.0,5.14
HD 83443 b,HD 83443,127.76701961,14.1,2.985628,Radial Velocity,2002,5442.0,0.94
WASP-106 b,WASP-106,613.40882551,12.10569916,9.28969,Transit,2014,6002.0,1.47
HD 93083 b,HD 93083,143.34061156,14.3,144.72,Radial Velocity,2005,5033.8,0.837
TOI-1259 A b,TOI-1259 A,141.0,11.6,3.4779792,Transit,2021,4775.0,0.715
HD 133131 A b,HD 133131 A,451.3186,13.6,649.0,Radial Velocity,2016,5799.0,0.955014
KOINTREAU-4 b,2MASS J16262785-2625152,4862.7746271,12.2,,Imaging,2026,3252.0,
HD 214823 b,HD 214823,5914.78665427,12.1,1854.84424,Radial Velocity,2016,6215.0,2.04
K2-181 b,K2-181,7.7,2.69,6.8941,Transit,2018,5528.0,1.06
Kepler-1039 b,Kepler-1039,2.73,1.46,0.934884242,Transit,2016,4870.0,0.74
Kepler-206 c,Kepler-206,3.78,1.77,13.137471,Transit,2014,5764.0,1.185
Kepler-1090 c,Kepler-1090,10.9,3.29265785,42.42720032,Transit,2021,5330.0,1.013
HAT-P-60 b,HAT-P-60,182.43350562,18.28184752,4.7947813,Transit,2021,6212.0,2.197
K2-239 c,K2-239,0.972,1.0,7.775,Transit,2018,3420.0,0.36
HD 88986 b,HD 88986,17.2,2.49,146.05,Radial Velocity,2023,5861.0,1.543
Kepler-976 b,Kepler-976,14.9,3.96,105.9564148,Transit,2016,5232.0,0.83
Kepler-1694 b,Kepler-1694,1.76,1.17986031,3.89526,Transit,2020,4954.0,0.756284
Kepler-1776 b,Kepler-1776,7.33,2.61157023,35.01190186,Transit,2021,5872.0,1.153
HD 18143 c,HD 18143,3177.64841319,12.5,28982.41764,Radial Velocity,2022,5078.0,0.87
HD 219134 d,HD 219134,16.17,1.61,46.859,Radial Velocity,2015,4699.0,0.778
KIC 8540376 b,KOI-7892,15.8,4.1,31.8099,Transit,2015,6474.0,1.26
WASP-123 b,WASP-123,285.72917,15.13212395,2.97764359,Transit,2016,5740.0,1.285
TOI-824 b,TOI-824,18.467,2.926,1.392978,Transit,2020,4600.0,0.695
Kepler-221 e,Kepler-221,7.86706,2.63,18.369917,Transit,2014,5243.0,0.821
Kepler-280 b,Kepler-280,2.7,1.45,2.139542,Transit,2014,5744.0,0.886
TOI-2202 c,TOI-2202,117.27868218,13.4,24.6744,Transit Timing Variations,2021,5144.0,0.794
Kepler-411 b,Kepler-411,25.6,2.401,3.005156,Transit,2013,4974.0,0.82
Kepler-1358 b,Kepler-1358,1.46,1.12,7.06317341,Transit,2016,5181.0,0.79
TOI-791 b,TOI-791,9.5,11.13051784,139.29931,Transit,2026,6294.0,1.474
HD 87816 b,HD 87816,2142.16346318,12.7,484.17,Radial Velocity,2025,4989.0,9.0
K2-316 b,K2-316,2.33,1.33,1.133,Transit,2020,3436.0,0.379
HD 360 b,HD 360,238.37130525,14.0,273.1,Radial Velocity,2021,4770.0,10.86
GJ 273 c,GJ 273,1.18,1.06,4.7234,Radial Velocity,2017,3382.0,0.293
TOI-4030 b,TOI-4030,28.8,5.8462559,2.50900199461,Transit,2026,5640.37,0.991737
EPIC 206215704 b,EPIC 206215704,0.972,1.0,2.255436,Transit,2019,3297.0,0.25
TIC 161045582 b,TIC 161045582,5.67,2.24566738,8.85577189959,Transit,2026,5683.87,1.07976
Kepler-1436 b,Kepler-1436,2.27,1.31,9.705716,Transit,2016,5972.0,1.09
TOI-813 b,TOI-813,36.4,6.71,83.8911,Transit,2020,5907.0,1.94
NGC 2682 Sand 978 b,NGC 2682 Sand 978,692.8694,13.3,511.21,Radial Velocity,2017,4200.0,21.017414
Kepler-1571 b,Kepler-1571,2.92,1.52,3.38555488,Transit,2016,6297.0,1.39
HAT-P-41 b,HAT-P-41,378.2177,22.97845,2.69405,Transit,2012,6390.0,2.05
TOI-1227 b,TOI-1227,66.5,9.57246952,27.36397,Transit,2022,3072.0,0.56
HD 185283 b,HD 185283,413.1769291,13.6,4060.0,Radial Velocity,2023,4848.0,0.743303
HD 41004 A b,HD 41004 A,807.25,13.2,963.0,Radial Velocity,2004,5310.0,0.85
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,480.0,13.6,,Microlensing,2012,5950.0,
HIP 54373 b,HIP 54373,8.62,2.87,7.76,Radial Velocity,2019,4021.0,0.564998
Kepler-598 b,Kepler-598,2.86,1.5,3.70175428,Transit,2016,5307.0,0.86
Kepler-1028 b,Kepler-1028,2.33,1.33,2.51462432,Transit,2016,5522.0,0.87
CoRoT-14 b,CoRoT-14,2415.4,12.22,1.51214,Transit,2010,6035.0,1.21
HD 9446 b,HD 9446,222.472,14.0,30.052,Radial Velocity,2009,5793.0,1.0
Kepler-1627 b,Kepler-1627,13.2,3.69,7.20283653,Transit,2016,5445.0,0.84
Kepler-1920 b,Kepler-1920,9.03,2.95415848,30.2541008,Transit,2021,6277.0,1.161
Kepler-1155 b,Kepler-1155,4.78,2.03,33.469743,Transit,2016,5842.0,1.03
Kepler-1171 b,Kepler-1171,7.08,2.56,1.44259224,Transit,2016,7044.0,1.95
HD 65216 b,HD 65216,411.58985,13.6,577.6,Radial Velocity,2003,5612.0,0.88
HIP 90988 b,HIP 90988,668.07531151,13.4,455.73816,Radial Velocity,2021,4883.0,3.94
47 UMa c,47 UMa,171.621,14.2,2391.0,Radial Velocity,2001,5872.0,1.21334
Kepler-436 c,Kepler-436,6.04,2.33,16.79713874,Transit,2016,4685.0,0.71
HD 175167 b,HD 175167,4703.8604236,12.3,1175.0,Radial Velocity,2009,5635.0,1.75
Kepler-1743 b,Kepler-1743,3.18,1.59887007,7.649710178,Transit,2021,5855.0,1.613
Kepler-721 b,Kepler-721,7.46,2.64,5.392025388,Transit,2016,5075.0,0.78
Kepler-314 c,Kepler-314,8.75,2.9,5.960392,Transit,2014,5378.0,0.95
HAT-P-31 b,HAT-P-31,721.4741,12.21781,5.00542,Transit,2011,6065.0,1.39
K2-173 b,K2-173,3.22,1.60826194,5.868699,Transit,2018,5580.0,0.843154
HD 11964 b,HD 11964,198.0,14.1,1945.0,Radial Velocity,2005,5303.0,2.00971
K2-211 b,K2-211,2.33,1.33162691,0.669561,Transit,2018,5117.0,0.818
TOI-4029 b,TOI-4029,36.6,6.73756618,5.88498234631,Transit,2026,5662.53,1.17834
Kepler-2001 b,Kepler-2001,1.12,1.04,1.090011003,Transit,2023,5081.0,0.77
TOI-238 b,TOI-238,3.37,1.559,1.273099,Transit,2024,5059.0,0.756
Kepler-1817 b,Kepler-1817,5.79,2.27349126,44.29919815,Transit,2021,5316.0,0.915
HD 220197 b,HD 220197,63.566,9.32,1728.0,Radial Velocity,2018,5683.0,0.98
Kepler-1247 b,Kepler-1247,6.04,2.33,13.71220213,Transit,2016,5303.0,0.82
HD 154345 b,HD 154345,376.9444907,13.7,3280.0,Radial Velocity,2006,5468.0,0.85
Kepler-243 b,Kepler-243,6.57,2.45,5.715442,Transit,2014,5228.0,0.842
Kepler-308 b,Kepler-308,5.14,2.12,9.694928,Transit,2014,5895.0,0.941
Teegarden's Star d,Teegarden's Star,0.82,0.954,26.13,Radial Velocity,2024,3034.0,0.12
Kepler-254 d,Kepler-254,6.8,2.5,18.746477,Transit,2014,5957.0,0.91
K2-19 b,K2-19,30.8,7.0,7.9193,Transit,2015,5322.0,0.82
TCP J05074264+2447555 b,TCP J05074264+2447555,20.0,4.72,,Microlensing,2018,5805.0,1.42487
HD 30177 b,HD 30177,2622.08435775,12.6,2539.0,Radial Velocity,2002,5680.0,1.019
Kepler-1475 b,Kepler-1475,8.85,2.92,82.177374,Transit,2016,6214.0,1.28
K2-111 c,K2-111,11.1,3.34,15.6748,Radial Velocity,2020,5775.0,1.25
HAT-P-67 b,HAT-P-67,143.02278315,23.9872187,4.8101069,Transit,2017,6640.0,2.62
TOI-2459 b,TOI-2459,9.03,2.9531,19.104718,Transit,2023,4195.0,0.6751
TOI-2373 b,TOI-2373,2955.8041851,10.42435205,13.33668,Transit,2023,5651.0,1.102
Kepler-1530 d,Kepler-1530,10.8,3.27870115,9.20761013,Transit,2021,5678.0,1.303
TOI-1288 b,TOI-1288,44.1,4.96846551,2.6998279,Transit,2022,5388.0,0.9583
Kepler-660 b,Kepler-660,7.13,2.57,9.27358194,Transit,2016,4779.0,0.71
Kepler-760 b,Kepler-760,9.59,3.06,8.70419416,Transit,2016,5322.0,0.85
TRAPPIST-1 c,TRAPPIST-1,1.308,1.097,2.421937,Transit,2016,2566.0,0.1192
Kepler-1712 b,Kepler-1712,5.83,2.28372556,13.81499958,Transit,2021,3732.0,0.509
Kepler-784 b,Kepler-784,3.12,1.58,31.5922646,Transit,2016,5674.0,1.32
Kepler-1612 b,Kepler-1612,1.08,1.03,3.91795101,Transit,2016,5643.0,0.94
TOI-1246 e,TOI-1246,14.5,3.5141875,37.92548,Transit,2022,5213.0,0.8649
K2-157 b,K2-157,1.14,0.935,0.3652575,Transit,2018,5334.0,0.86
Kepler-1335 b,Kepler-1335,2.7,1.45,6.26406846,Transit,2016,4903.0,0.74
Kepler-612 b,Kepler-612,8.45,2.84,3.722156413,Transit,2016,5693.0,0.96
KMT-2023-BLG-1642L b,KMT-2023-BLG-1642L,343.25467956,13.8,,Microlensing,2024,,
Kepler-20 f,Kepler-20,1.4,0.952,19.578328,Transit,2011,5495.0,0.9164
CoRoT-32 b,CoRoT-32,47.6745,6.38913,6.71837,Transit,2018,5970.0,0.79
Kepler-289 d,Kepler-289,5.33,3.03,66.0282,Transit,2014,5990.0,1.0
